id_edicion,anio,id_evento,evento,codigo_noc,gold,silver,bronze,filas_atleta,estado,motivo,fuente_oficial
44,2002,1308,"Sprint, Men (Olympic)",ITA,,,Cristian Zorzi,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1308,"Sprint, Men (Olympic)",NOR,Tor-Arne Hetland,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1308,"Sprint, Men (Olympic)",GER,,Peter Schlickenrieder,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1315,"Aerials, Men (Olympic)",USA,,Joe Pack,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1315,"Aerials, Men (Olympic)",BLR,,,Aliaksei Hryshyn,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1315,"Aerials, Men (Olympic)",CZE,Aleš Valenta,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1324,"500 metres, Men (Olympic)",USA,,,Rusty Smith,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1324,"500 metres, Men (Olympic)",CAN,Marc Gagnon,Jonathan Guilmette,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1325,"1,000 metres, Men (Olympic)",AUS,Steven Bradbury,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1325,"1,000 metres, Men (Olympic)",USA,,Apolo Anton Ohno,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1325,"1,000 metres, Men (Olympic)",CAN,,,Mathieu Turcotte,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1333,"12.5 kilometres Pursuit, Men (Olympic)",NOR,Ole Einar Bjørndalen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1333,"12.5 kilometres Pursuit, Men (Olympic)",FRA,,Raphaël Poirée,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1333,"12.5 kilometres Pursuit, Men (Olympic)",GER,,,Ricco Groß,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1339,"1,500 metres, Men (Olympic)",USA,Apolo Anton Ohno,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1339,"1,500 metres, Men (Olympic)",CAN,,,Marc Gagnon,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1339,"1,500 metres, Men (Olympic)",CHN,,Li Jiajun,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1368,"Sprint, Men (Olympic)",AUT,,,Felix Gottwald,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1368,"Sprint, Men (Olympic)",FIN,Samppa Lajunen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1368,"Sprint, Men (Olympic)",GER,,Ronny Ackermann,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1383,"Team, Men (Olympic)",FIN,Hannu Manninen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1433,"Parallel Giant Slalom, Men (Olympic)",SUI,Philipp Schoch,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1433,"Parallel Giant Slalom, Men (Olympic)",SWE,,Richard Richardsson,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1433,"Parallel Giant Slalom, Men (Olympic)",USA,,,Chris Klug,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1437,"Halfpipe, Men (Olympic)",USA,Ross Powers,Danny Kass,JJ Thomas,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1438,"Halfpipe, Women (Olympic)",SUI,,,Fabienne Reuteler,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1438,"Halfpipe, Women (Olympic)",USA,Kelly Clark,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1438,"Halfpipe, Women (Olympic)",FRA,,Doriane Vidal,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1440,"Parallel Giant Slalom, Women (Olympic)",ITA,,,Lidia Trettel,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1440,"Parallel Giant Slalom, Women (Olympic)",FRA,Isabelle Blanc,Karine Ruby,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1441,"Curling, Women (Olympic)",SUI,,Laurence Bidaud; Luzia Ebnöther; Mirjam Ott; Nadia Röthlisberger; Tanya Frei,,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1441,"Curling, Women (Olympic)",CAN,,,Cheryl Noble; Diane Nelson; Georgina Wheatcroft; Julie Sutton-Skinner; Kelley Law,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1441,"Curling, Women (Olympic)",GBR,Debbie Knox; Fiona MacDonald; Janice Rankin; Margaret Morton; Rhona Martin,,,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1443,"Curling, Men (Olympic)",NOR,Bent Ånund Ramsfjell; Flemming Davanger; Lars Vågberg; Pål Trulsen; Torger Nergård,,,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1443,"Curling, Men (Olympic)",SUI,,,Andi Schwaller; Christof Schwaller; Damian Grichting; Marco Ramstein; Markus Eggler,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1443,"Curling, Men (Olympic)",CAN,,Carter Rycroft; Don Bartlett; Don Walchuk; Ken Tralnberg; Kevin Martin,,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1445,"Ice Hockey, Women (Olympic)",SWE,,,Ann-Louise Edstrand; Anna Andersson; Anna Vikman; Annelie Ulrica Lindstrm; Annica Gunilla hln; Annica Åhlén; Danijela Rundqvist; Emelie Berggren; Erika Holst; Eva Therese Sjlander; Evelina Samuelsson; Gunilla Andersson; Joa Elfsberg; Josefin Pettersson; Kim Martin-Hasson; Kristina Bergstrand; Lotta Almblad; Maria Larsson; Maria Rooth; Nanna Jansson; Therese Sjölander; Ulrica Lindström; Ylva Lindberg,23,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1445,"Ice Hockey, Women (Olympic)",USA,,A. J. Mleczko; Andrea Kilbourne; Angela Ruggiero; Cammi Granato; Chris Bailey; Courtney Kennedy; Jenny Schmidgall-Potter; Julie Chu; Karyn Bye; Katie King; Krissy Wendell; Laurie Baker; Lyndsay Wall; Natalie Darwitz; Sara DeCosta; Sarah Tueting; Shelley Looney; Sue Merz; Tara Mounsey; Tricia Dunn-Luoma,,20,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1445,"Ice Hockey, Women (Olympic)",CAN,Becky Kellar; Caroline Ouellette; Cassie Campbell; Cherie Piper; Cheryl Pounder; Colleen Sostorics; Dana Antal; Danielle Goyette; Geraldine Heaney; Hayley Wickenheiser; Isabelle Chartrand; Jayna Hefford; Jennifer Botterill; Kelly Bchard; Kelly Béchard; Kim St-Pierre; Lori Dupuis; Sami Jo Small; Tammy Lee Shewchuk; Thrse Anne Brisson; Thérèse Brisson; Vicky Sunohara,,,22,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1451,"Skeleton, Women (Olympic)",USA,Tristan Gale,Lea Ann Parsley,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1451,"Skeleton, Women (Olympic)",GBR,,,Alex Coomber,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,158,"Four, Men (Olympic)",USA,,Bill Schuffenhauer; Garrett Hines; Randy Jones; Todd Hays,Brian Shimer; Dan Steele; Doug Sharp; Mike Kohn,8,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,158,"Four, Men (Olympic)",GER,André Lange; Carsten Embach; Enrico Kühn; Kevin Kuske,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1904,Speed Skating Women's 500 metres,CAN,Catriona Le May Doan,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1904,Speed Skating Women's 500 metres,GER,,Monique Garbrecht-Enfeldt,Sabine Vlker,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1905,"Speed Skating Women's 1,000 metres",USA,Chris Witty,,Jennifer Rodriguez,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1905,"Speed Skating Women's 1,000 metres",GER,,Sabine Vlker,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1907,Cross Country Skiing Men's 50 kilometres,NOR,,,Odd-Bjrn Hjelmeset,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1907,Cross Country Skiing Men's 50 kilometres,RUS,Mikhail Ivanov,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1907,Cross Country Skiing Men's 50 kilometres,EST,,Andrus Veerpalu,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1909,Cross Country Skiing Men's 4 x 10 kilometres Relay,ITA,,Cristian Zorzi; Fabio Maj; Giorgio Di Centa; Pietro Piller Cottrer,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1909,Cross Country Skiing Men's 4 x 10 kilometres Relay,NOR,Anders Aukland; Frode Estil; Kristen Skjeldal; Thomas Alsgaard (Alsgrd-),,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1909,Cross Country Skiing Men's 4 x 10 kilometres Relay,GER,,,Andreas Schltter; Jens Filbrich; Ren Sommerfeldt; Tobias Angerer,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1910,Cross Country Skiing Men's 30 kilometres,AUT,Christian Hoffmann,Mikhail Botvinov,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1910,Cross Country Skiing Men's 30 kilometres,NOR,,,Kristen Skjeldal,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1917,Biathlon Women's 7.5 kilometres Sprint,SWE,,,Magdalena Wallin-Forsberg,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1917,Biathlon Women's 7.5 kilometres Sprint,GER,Kati Wilhelm,Uschi Disl,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1930,Alpine Skiing Men's Downhill,AUT,Fritz Strobl,,Stephan Eberharter,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1930,Alpine Skiing Men's Downhill,NOR,,Lasse Kjus,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1931,Alpine Skiing Men's Super G,AUT,,Stephan Eberharter,Andreas Schifferer,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1931,Alpine Skiing Men's Super G,NOR,Kjetil Andr Aamodt,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1932,Alpine Skiing Men's Giant Slalom,AUT,Stephan Eberharter,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1932,Alpine Skiing Men's Giant Slalom,NOR,,,Lasse Kjus,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1932,Alpine Skiing Men's Giant Slalom,USA,,Bode Miller,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1933,Alpine Skiing Men's Slalom,AUT,,,Benjamin Raich,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1933,Alpine Skiing Men's Slalom,FRA,Jean-Pierre Andr Vidal,Sbastien Amiez,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1934,Alpine Skiing Men's Combined,AUT,,,Benjamin Raich,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1934,Alpine Skiing Men's Combined,NOR,Kjetil Andr Aamodt,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1934,Alpine Skiing Men's Combined,USA,,Bode Miller,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1938,Speed Skating Men's 500 metres,JPN,,Hiroyasu Shimizu,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1938,Speed Skating Men's 500 metres,USA,Casey FitzRandolph,,Kip Carpenter,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1939,"Speed Skating Men's 1,500 metres",NED,,Jochem Uytdehaage,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1939,"Speed Skating Men's 1,500 metres",NOR,,,dne Sndrl,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1939,"Speed Skating Men's 1,500 metres",USA,Derek Parra,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1941,Luge Women's Singles,GER,Sylke Otto,"Barbara ""Babsi"" Niedernhuber",Silke Kraushaar,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1950,Bobsleigh Men's Four,USA,,Bill Schuffenhauer; Garrett Hines; Randy Jones; Todd Hays,Brian Shimer; Dan Steele; Doug Sharp; Mike Kohn,8,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1950,Bobsleigh Men's Four,GER,Andr Lange; Carsten Embach; Enrico Khn; Kevin Kuske,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1958,"Speed Skating Men's 5,000 metres",NED,Jochem Uytdehaage,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1958,"Speed Skating Men's 5,000 metres",USA,,Derek Parra,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1958,"Speed Skating Men's 5,000 metres",GER,,,Jens Boden,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1959,"Speed Skating Men's 10,000 metres",NED,Jochem Uytdehaage,Gianni Romme,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1959,"Speed Skating Men's 10,000 metres",NOR,,,Lasse Stre,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1962,Cross Country Skiing Men's 15 kilometres,NOR,,Frode Estil,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,1962,Cross Country Skiing Men's 15 kilometres,EST,Andrus Veerpalu,,Jaak Mae,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2020,Alpine Skiing Women's Slalom,SWE,,,Anja Sofia Tess Prson,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2020,Alpine Skiing Women's Slalom,CRO,Janica Kosteli,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2020,Alpine Skiing Women's Slalom,FRA,,Laure Pequegnot,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2025,Figure Skating Men's Singles,RUS,Aleksey Yagudin,Yevgeny Plyushchenko,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2025,Figure Skating Men's Singles,USA,,,Timothy Goebel,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2102,Bobsleigh Men's Two,SUI,,Christian Reich; Steve Anderhub,Beat Hefti; Martin Annen,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2102,Bobsleigh Men's Two,GER,Christoph Langen; Markus Zimmermann,,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2104,Nordic Combined Men's Team,AUT,,,Christoph Bieler; Felix Gottwald; Mario Stecher; Michael Gruber,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2104,Nordic Combined Men's Team,FIN,Hannu Manninen; Jaakko Tallus; Jari Mantila; Samppa Lajunen,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2104,Nordic Combined Men's Team,GER,,Bjrn Kircheisen; Georg Hettich; Marcel Hhlig; Ronny Ackermann,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2105,Nordic Combined Men's Individual,AUT,,,Felix Gottwald,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2105,Nordic Combined Men's Individual,FIN,Samppa Lajunen,Jaakko Tallus,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2124,Biathlon Men's 10 kilometres Sprint,AUT,,,Wolfgang Perner,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2124,Biathlon Men's 10 kilometres Sprint,NOR,Ole Einar Bjrndalen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2124,Biathlon Men's 10 kilometres Sprint,GER,,Sven Fischer,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2125,Biathlon Men's 20 kilometres,NOR,Ole Einar Bjrndalen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2125,Biathlon Men's 20 kilometres,RUS,,,Viktor Maygurov,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2125,Biathlon Men's 20 kilometres,GER,,Frank Luck,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2126,Biathlon Men's 4 x 7.5 kilometres Relay,NOR,Egil Gjelland; Frode Andresen; Halvard Hanevold; Ole Einar Bjrndalen,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2126,Biathlon Men's 4 x 7.5 kilometres Relay,FRA,,,Gilles Marguet; Julien Robert; Raphal Stphane Louis Poire; Vincent Franois Marie Defrasne,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2126,Biathlon Men's 4 x 7.5 kilometres Relay,GER,,Frank Luck; Peter Sendel; Ricco Gro; Sven Fischer,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2127,Freestyle Skiing Men's Moguls,USA,,Travis Mayer,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2127,Freestyle Skiing Men's Moguls,FIN,Janne Lahtela,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2127,Freestyle Skiing Men's Moguls,FRA,,,Richard Gay,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2142,Figure Skating Mixed Pairs,RUS,Anton Sikharulidze; Yelena Berezhnaya,,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2142,Figure Skating Mixed Pairs,CAN,David Pelletier; Jamie Rae Sal (-Pelletier),,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2142,Figure Skating Mixed Pairs,CHN,,,Shen Xue; Zhao Hongbo,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2143,Freestyle Skiing Men's Aerials,USA,,Joe Pack,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2143,Freestyle Skiing Men's Aerials,BLR,,,Aleksey Gennadyevich Grishin,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2143,Freestyle Skiing Men's Aerials,CZE,Ale Valenta,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2146,Alpine Skiing Women's Giant Slalom,SUI,,,Sonja Nef,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2146,Alpine Skiing Women's Giant Slalom,SWE,,Anja Sofia Tess Prson,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2146,Alpine Skiing Women's Giant Slalom,CRO,Janica Kosteli,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2147,Alpine Skiing Women's Super G,ITA,Daniela Ceccarelli,,Karen Putzer,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2147,Alpine Skiing Women's Super G,CRO,,Janica Kosteli,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2149,Cross Country Skiing Women's 10 kilometres,ITA,,,Stefania Belmondo,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2149,Cross Country Skiing Women's 10 kilometres,NOR,Bente Skari-Martinsen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2149,Cross Country Skiing Women's 10 kilometres,RUS,,Yuliya Chepalova,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2158,Biathlon Men's 12.5 kilometres Pursuit,NOR,Ole Einar Bjrndalen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2158,Biathlon Men's 12.5 kilometres Pursuit,FRA,,Raphal Stphane Louis Poire,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2158,Biathlon Men's 12.5 kilometres Pursuit,GER,,,Ricco Gro,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2164,"Speed Skating Women's 1,500 metres",USA,,,Jennifer Rodriguez,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2164,"Speed Skating Women's 1,500 metres",GER,Anni Friesinger-Postma,Sabine Vlker,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2166,Cross Country Skiing Men's Sprint,ITA,,,Cristian Zorzi,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2166,Cross Country Skiing Men's Sprint,NOR,Tor-Arne Hetland,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2166,Cross Country Skiing Men's Sprint,GER,,Peter Schlickenrieder,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2168,Figure Skating Women's Singles,RUS,,Irina Slutskaya,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2168,Figure Skating Women's Singles,USA,Sarah Hughes,,Michelle Kwan,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2169,"Speed Skating Men's 1,000 metres",NED,Gerard van Velde,Jan Bos,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2169,"Speed Skating Men's 1,000 metres",USA,,,Joey Cheek,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
44,2002,2186,Nordic Combined Men's Sprint,AUT,,,Felix Gottwald,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
