id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,modalidades_a,modalidades_b,modificadores_a,modificadores_b,clasificacion_phase4,razon_phase4
492,"Parallel Bars, Men (Olympic)",2672,Men's Parallel Bars,Gymnastics,Artistic Gymnastics,MEN,MEN,0.590909,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""bars"", ""parallel""]]","[""men"", false, false, [], [], [], [""bars"", ""parallel""]]",,,bars | parallel,bars | parallel,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
493,"Horizontal Bar, Men (Olympic)",532,"Horizontal Bar, Teams, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.896552,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1896', 'Summer')]",,teams,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""bar"", ""horizontal""]]","[""men"", false, false, [], [], [], [""bar"", ""horizontal"", ""teams""]]",,,bar | horizontal,bar | horizontal | teams,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
493,"Horizontal Bar, Men (Olympic)",2673,Men's Horizontal Bar,Gymnastics,Artistic Gymnastics,MEN,MEN,0.608696,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""bar"", ""horizontal""]]","[""men"", false, false, [], [], [], [""bar"", ""horizontal""]]",,,bar | horizontal,bar | horizontal,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
494,"Rings, Men (Olympic)",2670,Men's Rings,Gymnastics,Artistic Gymnastics,MEN,MEN,0.357143,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""rings""]]","[""men"", false, false, [], [], [], [""rings""]]",,,rings,rings,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
503,"Rope Climbing, Men (Olympic)",933,"Rope Climbing, Men ()",Gymnastics,Artistic Gymnastics,MEN,MEN,0.809524,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente1,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""climbing"", ""rope""]]","[""men"", false, false, [], [], [], [""climbing"", ""rope""]]",,,climbing | rope,climbing | rope,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
504,"Side Horse, Men (Olympic)",582,"Side Horse, Men (Olympic (non-medal))",Gymnastics,Artistic Gymnastics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""horse"", ""side""]]","[""men"", false, true, [], [], [], [""horse"", ""medal"", ""side""]]",,,horse | side,horse | medal | side,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
522,"Individual All-Around, Men (Intercalated)",523,"Individual All-Around, 5 Events, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.894118,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",,5 events,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""individual""], [], [], [""all"", ""around"", ""intercalated""]]","[""men"", false, false, [""individual""], [], [], [""all"", ""around"", ""intercalated""]]",individual,individual,all | around | intercalated,all | around | intercalated,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
536,"100 metres, Men (Olympic)",840,"100 metres Freestyle, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1896', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,freestyle,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""metres""]]","[""men"", false, false, [""freestyle""], [], [], [""metres""]]",,freestyle,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
538,"Long Jump, Men (Olympic)",562,"Standing Long Jump, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.823529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1900', 'Summer'), ('1904', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer')]",,standing,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""jump"", ""long""]]","[""men"", false, false, [], [], [], [""jump"", ""long"", ""standing""]]",,,jump | long,jump | long | standing,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
555,"Rope Climbing, Men (Intercalated)",933,"Rope Climbing, Men ()",Gymnastics,Artistic Gymnastics,MEN,MEN,0.723404,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""climbing"", ""intercalated"", ""rope""]]","[""men"", false, false, [], [], [], [""climbing"", ""rope""]]",,,climbing | intercalated | rope,climbing | rope,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
562,"Standing Long Jump, Men (Olympic)",1142,"Standing Long Jump, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.738462,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,intercalated,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""jump"", ""long"", ""standing""]]","[""men"", false, false, [], [], [], [""intercalated"", ""jump"", ""long"", ""standing""]]",,,jump | long | standing,intercalated | jump | long | standing,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
840,"100 metres Freestyle, Men (Olympic)",1177,"100 metres Freestyle, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.753623,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,intercalated,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""freestyle""], [], [], [""metres""]]","[""men"", false, false, [""freestyle""], [], [], [""intercalated"", ""metres""]]",freestyle,freestyle,metres,intercalated | metres,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
1143,"Discus Throw, Men (Intercalated)",1144,"Discus Throw, Greek Style, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.828571,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",,greek style,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""discus"", ""intercalated"", ""throw""]]","[""men"", false, false, [], [], [], [""discus"", ""greek"", ""intercalated"", ""style"", ""throw""]]",,,discus | intercalated | throw,discus | greek | intercalated | style | throw,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1177,"100 metres Freestyle, Men (Intercalated)",1197,"100 metres, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.84375,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",freestyle,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle""], [], [], [""intercalated"", ""metres""]]","[""men"", false, false, [], [], [], [""intercalated"", ""metres""]]",freestyle,,intercalated | metres,intercalated | metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1920,Gymnastics Men's Individual All-Around,2339,"Gymnastics Men's Individual All-Around, 5 Events",Gymnastics,Artistic Gymnastics,MEN,MEN,0.894118,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3,"fuente2:[('1906', 'Summer')] | fuente3:[('1906', 'Summer')]",,5 events,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""individual""], [], [], [""all"", ""around""]]","[""men"", false, false, [""individual""], [], [], [""all"", ""around""]]",individual,individual,all | around,all | around,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1920,Gymnastics Men's Individual All-Around,2429,"Gymnastics Men's Individual All-Around, Field Sports",Gymnastics,Artistic Gymnastics,MEN,MEN,0.853933,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3,"fuente2:[('1904', 'Summer')] | fuente3:[('1904', 'Summer')]",,field sports,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""individual""], [], [], [""all"", ""around""]]","[""men"", false, false, [""individual""], [], [], [""all"", ""around"", ""field"", ""sports""]]",individual,individual,all | around,all | around | field | sports,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1920,Gymnastics Men's Individual All-Around,2430,"Gymnastics Men's Individual All-Around, Apparatus Work",Gymnastics,Artistic Gymnastics,MEN,MEN,0.835165,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3,"fuente2:[('1904', 'Summer')] | fuente3:[('1904', 'Summer')]",,apparatus work,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""individual""], [], [], [""all"", ""around""]]","[""men"", false, false, [""individual""], [], [], [""all"", ""apparatus"", ""around"", ""work""]]",individual,individual,all | around,all | apparatus | around | work,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1920,Gymnastics Men's Individual All-Around,2640,"Gymnastics Men's Individual All-Around, 4 Events",Gymnastics,Artistic Gymnastics,MEN,MEN,0.894118,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3,"fuente2:[('1904', 'Summer')] | fuente3:[('1904', 'Summer')]",,4 events,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""individual""], [], [], [""all"", ""around""]]","[""men"", false, false, [""individual""], [], [], [""all"", ""around""]]",individual,individual,all | around,all | around,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1921,Gymnastics Men's Team All-Around,1940,"Gymnastics Men's Team All-Around, Free System",Gymnastics,Artistic Gymnastics,MEN,MEN,0.842105,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3 | fuente4,"fuente2:[('1912', 'Summer'), ('1920', 'Summer')] | fuente3:[('1912', 'Summer'), ('1920', 'Summer')]",,free system,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""team""], [], [], [""all"", ""around""]]","[""men"", false, false, [""team""], [], [], [""all"", ""around"", ""free"", ""system""]]",team,team,all | around,all | around | free | system,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1921,Gymnastics Men's Team All-Around,2185,"Gymnastics Men's Team All-Around, Swedish System",Gymnastics,Artistic Gymnastics,MEN,MEN,0.810127,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3,"fuente2:[('1912', 'Summer'), ('1920', 'Summer')] | fuente3:[('1912', 'Summer'), ('1920', 'Summer')]",,swedish system,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""team""], [], [], [""all"", ""around""]]","[""men"", false, false, [""team""], [], [], [""all"", ""around"", ""swedish"", ""system""]]",team,team,all | around,all | around | swedish | system,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1922,Gymnastics Men's Floor Exercise,2668,Men's Floor Exercise,Gymnastics,Artistic Gymnastics,MEN,MEN,0.784314,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente3,,gymnastics,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""exercise"", ""floor""]]","[""men"", false, false, [], [], [], [""exercise"", ""floor""]]",,,exercise | floor,exercise | floor,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
1924,Gymnastics Men's Parallel Bars,2574,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Artistic Gymnastics,MEN,MEN,0.909091,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3,"fuente2:[('1896', 'Summer')] | fuente3:[('1896', 'Summer')]",,teams,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""bars"", ""parallel""]]","[""men"", false, false, [], [], [], [""bars"", ""parallel"", ""teams""]]",,,bars | parallel,bars | parallel | teams,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1924,Gymnastics Men's Parallel Bars,2672,Men's Parallel Bars,Gymnastics,Artistic Gymnastics,MEN,MEN,0.77551,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente3,,gymnastics,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""bars"", ""parallel""]]","[""men"", false, false, [], [], [], [""bars"", ""parallel""]]",,,bars | parallel,bars | parallel,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
1925,Gymnastics Men's Horizontal Bar,2575,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Artistic Gymnastics,MEN,MEN,0.911765,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3,"fuente2:[('1896', 'Summer')] | fuente3:[('1896', 'Summer')]",,teams,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""bar"", ""horizontal""]]","[""men"", false, false, [], [], [], [""bar"", ""horizontal"", ""teams""]]",,,bar | horizontal,bar | horizontal | teams,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1925,Gymnastics Men's Horizontal Bar,2673,Men's Horizontal Bar,Gymnastics,Artistic Gymnastics,MEN,MEN,0.784314,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente3,,gymnastics,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""bar"", ""horizontal""]]","[""men"", false, false, [], [], [], [""bar"", ""horizontal""]]",,,bar | horizontal,bar | horizontal,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
480,"Floor Exercise, Women (Olympic)",2705,Women's Floor Exercise,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.56,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""exercise"", ""floor""]]","[""women"", false, false, [], [], [], [""exercise"", ""floor""]]",,,exercise | floor,exercise | floor,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
482,"Uneven Bars, Women (Olympic)",2703,Women's Uneven Bars,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""bars"", ""uneven""]]","[""women"", false, false, [], [], [], [""bars"", ""uneven""]]",,,bars | uneven,bars | uneven,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
483,"Balance Beam, Women (Olympic)",2704,Women's Balance Beam,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.521739,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""balance"", ""beam""]]","[""women"", false, false, [], [], [], [""balance"", ""beam""]]",,,balance | beam,balance | beam,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2114,Gymnastics Women's Floor Exercise,2705,Women's Floor Exercise,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente3,,gymnastics,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""exercise"", ""floor""]]","[""women"", false, false, [], [], [], [""exercise"", ""floor""]]",,,exercise | floor,exercise | floor,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2116,Gymnastics Women's Uneven Bars,2703,Women's Uneven Bars,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.77551,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente3,,gymnastics,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""bars"", ""uneven""]]","[""women"", false, false, [], [], [], [""bars"", ""uneven""]]",,,bars | uneven,bars | uneven,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2117,Gymnastics Women's Balance Beam,2704,Women's Balance Beam,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.784314,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente3,,gymnastics,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""balance"", ""beam""]]","[""women"", false, false, [], [], [], [""balance"", ""beam""]]",,,balance | beam,balance | beam,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
583,"Handball, Men (Olympic)",1987,Handball Men's Handball,Handball,Handball,MEN,MEN,0.651163,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3,,,handball,YES,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], []]","[""men"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
154,"Handball, Women (Olympic)",1935,Handball Women's Handball,Handball,Handball,WOMEN,WOMEN,0.680851,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3 | fuente4,,,handball,YES,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], []]","[""women"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
39,"Hockey, Men (Olympic)",2019,Hockey Men's Hockey,Hockey,Hockey,MEN,MEN,0.702703,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3,,,hockey,YES,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], []]","[""men"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
338,"Hockey, Women (Olympic)",1944,Hockey Women's Hockey,Hockey,Hockey,WOMEN,WOMEN,0.731707,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3 | fuente4,,,hockey,YES,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], []]","[""women"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
425,"Ice Hockey, Men (Olympic)",1913,Ice Hockey Men's Ice Hockey,Ice Hockey,Ice Hockey,MEN,MEN,0.693878,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3 | fuente4,,,hockey ice,YES,REVIEW_ALIAS,La firma por conjunto oculta multiplicidad de tokens; requiere revisión antes de fusionar.,"[""men"", false, false, [], [], [], []]","[""men"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
