componente_atleta,miembros,nombres,tamano,fuentes,pares_evaluados,pares_safe,pares_review_conflict,pares_same_source_review,transitividad_insegura,attribute_conflict,clasificacion,id_atleta_canonico_propuesto,nombre_canonico_propuesto,puntuacion_completitud_canonico,razon,campos_a_rellenar,campos_attribute_conflict
AT009627,74794;247810,Irina Khudoroshkina | Irina Khudoroshkina,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74794,Irina Khudoroshkina,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009628,74796;255267,Inna Lasovskaya | Inna Lasovskaya,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74796,Inna Lasovskaya,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009629,74814;301103,Nataliya Shekhodanova | Nataliya Shekhodanova,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74814,Nataliya Shekhodanova,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009630,74815;306136,Irina Stankina | Irina Stankina,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74815,Irina Stankina,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009631,74821;240141,Tony Iglesias | Tony Iglesias,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74821,Tony Iglesias,5/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009632,74829;206392,Viktor Chistiakov | Viktor Chistiakov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74829,Viktor Chistiakov,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009633,74833;229220,Vladimir Golyas | Vladimir Golyas,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74833,Vladimir Golyas,13/5,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009634,74841;249016,Andrey Kislykh | Andrey Kislykh,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74841,Andrey Kislykh,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009635,74853;266277,Nikolay Matyukhin | Nikolay Matyukhin,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74853,Nikolay Matyukhin,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009636,74856;275000,Dmitry Nazarov | Dmitry Nazarov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74856,Dmitry Nazarov,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009637,74858;275306,Nikolay Neklepayev | Nikolay Neklepayev,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74858,Nikolay Neklepayev,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009638,74859;276624,Mikhail Nikolsky | Mikhail Nikolsky,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74859,Mikhail Nikolsky,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009639,74867;288168,Vladimir Pronin | Vladimir Pronin,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74867,Vladimir Pronin,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009640,74870;299328,Aleksandr Schultz | Aleksandr Schultz,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74870,Aleksandr Schultz,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009641,74873;301747,Vasily Sidorenko | Vasily Sidorenko,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74873,Vasily Sidorenko,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009642,74878;301642,Leonid Shvetsov | Leonid Shvetsov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74878,Leonid Shvetsov,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009643,74879;304545,Vasily Sokov | Vasily Sokov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74879,Vasily Sokov,13/5,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009644,74881;307753,Oleg Strizhakov | Oleg Strizhakov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74881,Oleg Strizhakov,13/5,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009645,74883;314313,Igor Trandenkov | Igor Trandenkov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74883,Igor Trandenkov,13/5,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009646,74893;277860,Daphrose Nyiramutuzo | Daphrose Nyiramutuzo,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74893,Daphrose Nyiramutuzo,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009647,74899;275083,Eulucane Ndagijimana | Eulucane Ndagijimana,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74899,Eulucane Ndagijimana,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009648,74902;294821,Jean-Marie Rudasingwa | Jean-Marie Rudasingwa,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74902,Jean-Marie Rudasingwa,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009649,74904;300835,Alexis Sharangabo | Alexis Sharangabo,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74904,Alexis Sharangabo,5/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009650,74919;276021,Ndew Niang | Ndew Niang,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74919,Ndew Niang,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009651,74922;187801,Daniel Andrade | Daniel Andrade,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74922,Daniel Andrade,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009652,74934;215066,Ousmane Diarra | Ousmane Diarra,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74934,Ousmane Diarra,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009653,74940;216782,Bassirou Doumbia | Bassirou Doumbia,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74940,Bassirou Doumbia,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009654,74941;221133,Adama Fall | Adama Fall,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74941,Adama Fall,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009655,74954;266687,Hamidou M'Baye | Hamidou M'baye,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74954,Hamidou M'Baye,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009656,74973;305232,Alioune Sow | Alioune Sow,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74973,Alioune Sow,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009657,74976;179396,Daniel Thiaw | Daniel Alexandre Thiaw,2,fuente1 | fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,74976,Daniel Thiaw,13/4,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT009658,74982;272054,Margaret Morel | Margaret Morel,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74982,Margaret Morel,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009659,74992;276762,Paul Nioze | Paul Nioze,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74992,Paul Nioze,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009660,74994;294064,Denis Rose | Denis Rose,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74994,Denis Rose,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009661,74995;302920,Philip Sinon | Philip Sinon,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,74995,Philip Sinon,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009662,75003;304885,Kesevan Soon | Kesevan Soon,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75003,Kesevan Soon,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009663,75015;287769,Bernadeth Prentice | Bernadeth Prentice,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75015,Bernadeth Prentice,5/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009664,75028;186989,Prince Amara | Prince Amara,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75028,Prince Amara,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009665,75035;217941,Walter During | Walter During,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75035,Walter During,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009666,75040;160883,Modupe Jonah | Modupe D. A. Jonah,2,fuente1 | fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,75040,Modupe Jonah,8/4,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT009667,75044;259340,Pierre Lisk | Pierre Lisk,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75044,Pierre Lisk,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009668,75051;301992,Foday Sillah | Foday Sillah,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75051,Foday Sillah,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009669,75058;201467,Brigita Bukovec | Brigita Bukovec,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75058,Brigita Bukovec,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009670,75066;287940,Igor Primc | Igor Primc,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75066,Igor Primc,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009671,75072;204162,Stefano Casali | Stefano Casali,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75072,Stefano Casali,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009672,75077;236911,Primo Higa | Primo Higa,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75077,Primo Higa,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009673,75080;262531,John Maeke | John Maeke,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75080,John Maeke,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009674,75083;183867,Mohamed Aboker | Mohamed Aboker,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75083,Mohamed Aboker,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009675,75106;220532,Nagalingam Ethirveerasingam | Nagalingam Ethirveerasingam,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75106,Nagalingam Ethirveerasingam,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009676,75108;232141,Sunil Gunawardene | Sunil Gunawardene,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75108,Sunil Gunawardene,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009677,75111;283223,Gallage Peiris | Gallage Peiris,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75111,Gallage Peiris,6/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009678,75116;294017,Lucien Rosa | Lucien Rosa,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75116,Lucien Rosa,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009679,75121;323799,Duncan White | Duncan White,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75121,Duncan White,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009680,75131;227836,Morgan Gesmalla | Morgan Gesmalla,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75131,Morgan Gesmalla,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009681,75153;202356,Sieglinde Cadusch | Sieglinde Cadusch,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75153,Sieglinde Cadusch,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009682,75166;292737,Franziska Rochat-Moser | Franziska Rochat-moser,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75166,Franziska Rochat-Moser,15/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009683,75183;323669,Anita Weyermann | Anita Weyermann,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75183,Anita Weyermann,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009684,75186;188299,Stanislas Anselmetti | Stanislas Anselmetti,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75186,Stanislas Anselmetti,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009685,75194;195384,Olivier Bernard | Olivier Bernard,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75194,Olivier Bernard,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009686,75212;207463,Philippe Clerc | Philippe Clerc,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75212,Philippe Clerc,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009687,75216;214566,Jean-Louis Descloux | Jean-Louis Descloux,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75216,Jean-Louis Descloux,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009688,75221;218686,Jean-Pierre Egger | Jean-Pierre Egger,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75221,Jean-Pierre Egger,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009689,75223;218760,Willy Eichenberger | Willy Eichenberger,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75223,Willy Eichenberger,6/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009690,75231;226968,Alfred Gaschen | Alfred Gaschen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75231,Alfred Gaschen,6/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009691,75233;227799,Ernst Gerspach | Ernst Gerspach,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75233,Ernst Gerspach,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009692,75237;229114,Emmanuel Goldsmith | Emmanuel Goldsmith,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75237,Emmanuel Goldsmith,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009693,75245;232845,Markus Hacksteiner | Markus Hacksteiner,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75245,Markus Hacksteiner,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009694,75246;234309,Oskar Hardmeier | Oskar Hardmeier,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75246,Oskar Hardmeier,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009695,75250;239138,Philipp Huber | Philipp Huber,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75250,Philipp Huber,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009696,75256;242618,Rolf Jelinek | Rolf Jelinek,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75256,Rolf Jelinek,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009697,75258;244642,Albert Jud | Albert Jud,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75258,Albert Jud,6/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009698,75270;254078,Bruno Lafranchi | Bruno Lafranchi,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75270,Bruno Lafranchi,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009699,75276;264108,Bernard Marchand | Bernard Marchand,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75276,Bernard Marchand,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009700,75278;264722,Louis Marquis | Louis Marquis,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75278,Louis Marquis,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009701,75284;267871,Franz Meier | Franz Meier,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75284,Franz Meier,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009702,75286;268388,Hans Menet | Hans Menet,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75286,Hans Menet,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009703,75297;276458,Hans Niggl | Hans Niggl,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75297,Hans Niggl,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009704,75312;291267,Gabriel Reymond | Gabriel Reymond,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75312,Gabriel Reymond,15/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009705,75315;293429,Alain Rohr | Alain Rohr,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75315,Alain Rohr,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009706,75316;295245,Mathias Rusterholz | Mathias Rusterholz,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75316,Mathias Rusterholz,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009707,75328;298932,Willy Schneider | Willy Schneider,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75328,Willy Schneider,6/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009708,75330;298936,Sebald Schnellmann | Sebald Schnellmann,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75330,Sebald Schnellmann,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009709,75351;314462,Max Trepp | Max Trepp,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75351,Max Trepp,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009710,75352;314913,Willy Tschopp | Willy Tschopp,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75352,Willy Tschopp,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009711,75362;321622,Hans Wahli | Hans Wahli,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75362,Hans Wahli,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009712,75369;324092,Hansruedi Wiedmer | Hansruedi Wiedmer,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75369,Hansruedi Wiedmer,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009713,75373;325180,Peter Wirz | Peter Wirz,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75373,Peter Wirz,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009714,75378;197795,Yvette Bonapart | Yvette Bonapart,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75378,Yvette Bonapart,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009715,75382;209715,Siegfried Cruden | Siegfried Cruden,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75382,Siegfried Cruden,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009716,75397;318552,Miroslav Vanko | Miroslav Vanko,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75397,Miroslav Vanko,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009717,75404;190054,Anna-Lisa Augustsson | Anna-Lisa Augustsson,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75404,Anna-Lisa Augustsson,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009718,75428;266737,Jill McCabe | Jill Mccabe,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75428,Jill McCabe,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009719,75462;186499,Knut Alm | Knut Alm,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75462,Knut Alm,15/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009720,75489;195202,Karl Bergh | Karl Bergh,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75489,Karl Bergh,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009721,75491;195220,Per-Arne Berglund | Per-Arne Berglund,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75491,Per-Arne Berglund,15/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT009722,75507;198280,Peter Borglund | Peter Borglund,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,75507,Peter Borglund,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
