muestra,componente_atleta,miembros,nombres,tamano,fuentes,pares_evaluados,pares_safe,pares_review_conflict,pares_same_source_review,transitividad_insegura,attribute_conflict,clasificacion,id_atleta_canonico_propuesto,nombre_canonico_propuesto,puntuacion_completitud_canonico,razon,campos_a_rellenar,campos_attribute_conflict,id_atleta_origen_a,nombre_a,id_atleta_origen_b,nombre_b,fuentes_atleta_a,fuentes_atleta_b,ids_originales_a,ids_originales_b,contextos_compartidos,biografia_estado,senales_altura_peso,same_source,event_aliases_used,componente_evento,deportes,disciplinas,generos,pares_conflict_review,pares_faltantes,coexistencia,id_evento_canonico_propuesto
REVIEW_EVENT_COMPONENT,,514;515;710;2274,"Military Rifle, Kneeling Or Standing, 300 metres, Men (Intercalated) | Military Rifle, Standing, 300 metres, Men (Olympic) | Military Rifle, Standing, 300 metres, Team, Men (Olympic) | Shooting Men's Military Rifle, Standing, 300 metres, Team",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,"Military Rifle, Kneeling Or Standing, 300 metres, Men (Intercalated)",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00116,shooting,shooting,men,1.0,0.0,"fuente1:[('1920', 'Summer')]",710
REVIEW_EVENT_COMPONENT,,588;595;596,"Half-Middleweight, Women (Olympic (non-medal)) | Half-Middleweight, Women (Olympic) | Middleweight, Women (Olympic)",3.0,,3.0,2.0,,,,,REVIEW_EVENT_COMPONENT,,"Half-Middleweight, Women (Olympic (non-medal))",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00125,judo,judo,women,1.0,0.0,"fuente1:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",596
REVIEW_EVENT_COMPONENT,,589;594;597;598;599,"Extra-Lightweight, Women (Olympic (non-medal)) | Extra-Lightweight, Women (Olympic) | Half-Lightweight, Women (Olympic (non-medal)) | Half-Lightweight, Women (Olympic) | Lightweight, Women (Olympic)",5.0,,10.0,4.0,,,,,REVIEW_EVENT_COMPONENT,,"Extra-Lightweight, Women (Olympic (non-medal))",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00126,judo,judo,women,2.0,0.0,"fuente1:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",599
REVIEW_EVENT_COMPONENT,,590;591;592,"Half-Heavyweight, Women (Olympic (non-medal)) | Half-Heavyweight, Women (Olympic) | Heavyweight, Women (Olympic)",3.0,,3.0,2.0,,,,,REVIEW_EVENT_COMPONENT,,"Half-Heavyweight, Women (Olympic (non-medal))",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00127,judo,judo,women,1.0,0.0,"fuente1:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",591
REVIEW_EVENT_COMPONENT,,714;2463;2464,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team | Shooting Men's Small-Bore Rifle, Standing, 50 metres | Small-Bore Rifle, Standing, 50 metres, Men (Olympic)",3.0,,3.0,2.0,,,,,REVIEW_EVENT_COMPONENT,,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00152,shooting,shooting,men,1.0,0.0,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",2464
REVIEW_EVENT_COMPONENT,,730;752;2439;2576,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres | Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team | Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic) | Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00157,shooting,shooting,men,2.0,0.0,"fuente1:[('1912', 'Summer')] | fuente2:[('1912', 'Summer')] | fuente3:[('1912', 'Summer')]",2576
REVIEW_EVENT_COMPONENT,,1136;1292;1293;1298,"10 kilometres, Men (Olympic) | 10/10 kilometres Pursuit, Men (Olympic) | 10/15 kilometres Pursuit, Men (Olympic) | 15 kilometres, Men (Olympic)",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,"10/15 kilometres Pursuit, Men (Olympic)",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00186,skiing,cross country skiing,men,1.0,0.0,"fuente1:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",1293
REVIEW_EVENT_COMPONENT,,1219;1220;1232;1235,"10 kilometres, Women (Olympic) | 5 kilometres, Women (Olympic) | 5/10 kilometres Pursuit, Women (Olympic) | 5/5 kilometres Pursuit, Women (Olympic)",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,"5/10 kilometres Pursuit, Women (Olympic)",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00189,skiing,cross country skiing,women,1.0,0.0,"fuente1:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",1232
REVIEW_EVENT_COMPONENT,,1238;1254;1522,"10 kilometres Pursuit, Women (Olympic) | 10 kilometres, Women (Olympic) | 5/10 kilometres Pursuit, Women (Olympic)",3.0,,3.0,2.0,,,,,REVIEW_EVENT_COMPONENT,,"5/10 kilometres Pursuit, Women (Olympic)",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00191,biathlon,biathlon,women,1.0,0.0,"fuente1:[('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",1254
REVIEW_EVENT_COMPONENT,,1302;1304;1311;1448,"10 kilometres, Men (Olympic) | 10/10 kilometres Pursuit, Men (Olympic) | 10/15 kilometres Pursuit, Men (Olympic) | 15 kilometres, Men (Olympic)",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,"10/15 kilometres Pursuit, Men (Olympic)",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00198,biathlon,biathlon,men,1.0,0.0,"fuente1:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",1304
REVIEW_EVENT_COMPONENT,,1473;2467;2860;3044,"Cycling Women's Team Pursuit | Team Pursuit, Women (Olympic) | Women's Team Pursuit | Women's Team Pursuit Team",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,Cycling Women's Team Pursuit,,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno,,,,,,,,,,,,,,,,EV00216,cycling,cycling track,women,2.0,0.0,,2467
REVIEW_EVENT_COMPONENT,,1906;1908;1962;2403,Cross Country Skiing Men's 10 kilometres | Cross Country Skiing Men's 10/10 kilometres Pursuit | Cross Country Skiing Men's 10/15 kilometres Pursuit | Cross Country Skiing Men's 15 kilometres,4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,Cross Country Skiing Men's 10/15 kilometres Pursuit,,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00232,skiing,cross country skiing,men,1.0,0.0,"fuente4:[('1992', 'Winter'), ('1994', 'Winter')] | fuente2:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",1908
REVIEW_EVENT_COMPONENT,,2148;2149;2365;2368,Cross Country Skiing Women's 10 kilometres | Cross Country Skiing Women's 5 kilometres | Cross Country Skiing Women's 5/10 kilometres Pursuit | Cross Country Skiing Women's 5/5 kilometres Pursuit,4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,Cross Country Skiing Women's 5/10 kilometres Pursuit,,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00244,skiing,cross country skiing,women,1.0,0.0,"fuente2:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",2365
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015360,145700;184316,William T. Adams | William Adams,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,184316,William Adams,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015411,146412;187557,Gerald C. Anderson | Gerald Anderson,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,187557,Gerald Anderson,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015439,146745;189064,Fernando Arlete | Fernando Arlete,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,189064,Fernando Arlete,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015441,146747;189066,Gaston F. M. Arlin | Gaston Arlin,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,189066,Gaston Arlin,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015449,146849;189531,Suat F. Aani | Suat Aani,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,189531,Suat Aani,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015462,147065;190480,Abdul Aziz | Abdul Aziz,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,190480,Abdul Aziz,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015465,147090;190598,John C. Babcock | John Babcock,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,190598,John Babcock,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015474,147185;190917,Richard A. Badman | Richard Badman,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,190917,Richard Badman,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015481,147231;191069,Arthur B. Bailey | Arthur Bailey,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,191069,Arthur Bailey,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015509,147486;192067,douard J. R. Barbazan | douard Barbazan,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,192067,douard Barbazan,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015529,147700;192910,Muhammad Bashir | Muhammad Bashir,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,192910,Muhammad Bashir,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015599,148486;196002,Alberto C. Biedermann | Alberto Biedermann,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,196002,Alberto Biedermann,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015620,148769;197016,Edward J. Blount | Edward Blount,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,197016,Edward Blount,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015663,149223;198681,Konstantinos Botasis | Konstantinos Botasis,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,198681,Konstantinos Botasis,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015669,149280;198900,Jean A. Boulge | Jean Boulge,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,198900,Jean Boulge,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015678,149359;199333,Len A. Bozzi | Len Bozzi,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,199333,Len Bozzi,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015681,149397;199452,James S. Brady | James Brady,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,199452,James Brady,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015698,149580;200292,Lon P. Broers | Lon Broers,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,200292,Lon Broers,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015700,149620;200491,Charles R. Brown | Charles Brown,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,200491,Charles Brown,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015718,149767;201131,John Buchanan | John Buchanan,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,201131,John Buchanan,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015725,149797;201221,Frank J. Buckley | Frank Buckley,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,201221,Frank Buckley,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015748,150056;202181,William F. Byrne | William Byrne,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,202181,William Byrne,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015781,150698;204679,Fernando Cavallini | Fernando Cavallini,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,204679,Fernando Cavallini,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015800,150870;205192,Anthony P. Chalke | Anthony Chalke,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,205192,Anthony Chalke,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015817,151057;206078,Andr L. Cherrier | Andr Cherrier,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,206078,Andr Cherrier,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015822,151098;206324,William H. Childs | William Childs,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,206324,William Childs,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015830,151171;206496,Choi Eun-Gyeong | Choi Eun-gyeong,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,206496,Choi Eun-gyeong,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015845,151215;206672,Andr G. R. E. Chrtien | Andr Chrtien,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,206672,Andr Chrtien,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015850,151291;206943,Javier Ciurriz Ciurriz | Javier Ciurriz,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,206943,Javier Ciurriz,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
SAFE_ATHLETE_COMPONENT_LOWEST_CONFIDENCE,AT015870,151477;207611,Maxim C. Cochin | Maxim Cochin,2.0,fuente2 | fuente3,1.0,1.0,0.0,0.0,NO,NO,SAFE_ATHLETE_COMPONENT,207611,Maxim Cochin,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,,,,,,,,,,,,,,,,,,,,,,
