componente_evento,id_evento_origen,nombre_origen,id_evento_canonico_propuesto,nombre_canonico_propuesto,merge_propuesto,estado_componente,razon
EV00135,2679,Lightweight Men's Double Sculls Team,637,"Lightweight Double Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00135,3011,Lightweight Men's Double Sculls,637,"Lightweight Double Sculls, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00136,641,"Quadruple Sculls, Women (Olympic)",652,"Coxed Quadruple Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00136,652,"Coxed Quadruple Sculls, Women (Olympic)",652,"Coxed Quadruple Sculls, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00136,2157,Rowing Women's Coxed Quadruple Sculls,652,"Coxed Quadruple Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00136,2184,Rowing Women's Quadruple Sculls,652,"Coxed Quadruple Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00136,2774,Women's Quadruple Sculls Team,652,"Coxed Quadruple Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00136,3078,Women's Quadruple Sculls,652,"Coxed Quadruple Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00137,670,"Trap, Men (Olympic)",670,"Trap, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00137,2819,Trap Men,670,"Trap, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00138,675,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)",2313,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00138,2313,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2313,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00139,676,"Free Pistol, 50 metres, Men (Olympic)",703,"Free Pistol, 50 metres, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00139,703,"Free Pistol, 50 metres, Men (Intercalated)",703,"Free Pistol, 50 metres, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00140,677,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)",2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00140,728,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)",2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00140,1963,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00140,2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00141,678,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)",2079,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00141,2079,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2079,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00142,681,"Skeet, Men (Olympic)",681,"Skeet, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00142,2747,Skeet Men,681,"Skeet, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00143,687,"Trap, Women (Olympic)",687,"Trap, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00143,2840,Trap Women,687,"Trap, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00144,689,"Small-Bore Rifle, Prone, 50 and 100 yards, Men (Olympic)",2419,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00144,2419,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",2419,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00145,690,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic)",2421,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00145,2421,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",2421,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00146,691,"Small-Bore Rifle, Moving Target, 25 yards, Men (Olympic)",2422,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00146,2422,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",2422,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00147,696,"1 mile Freestyle, Men (Intercalated)",696,"1 mile Freestyle, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00147,830,"1 mile Freestyle, Men (Olympic)",696,"1 mile Freestyle, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00148,700,"Military Rifle, Three Positions, 300 metres, Men (Olympic)",2225,"Shooting Men's Military Rifle, Three Positions, 300 metres",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00148,2225,"Shooting Men's Military Rifle, Three Positions, 300 metres",2225,"Shooting Men's Military Rifle, Three Positions, 300 metres",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00149,701,"Military Rifle, Any Position, 600 metres, Men (Olympic)",2226,"Shooting Men's Military Rifle, Any Position, 600 metres",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00149,2226,"Shooting Men's Military Rifle, Any Position, 600 metres",2226,"Shooting Men's Military Rifle, Any Position, 600 metres",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00150,708,"Free Rifle, Any Position, 300 metres, Men (Intercalated)",708,"Free Rifle, Any Position, 300 metres, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00150,750,"Free Rifle, Any Position, 300 metres, Men (Olympic)",708,"Free Rifle, Any Position, 300 metres, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00151,713,"Free Rifle, 400, 600 and 800 metres, Team, Men (Olympic)",2276,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00151,2276,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",2276,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00152,714,"Small-Bore Rifle, Standing, 50 metres, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00152,2463,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00152,2464,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00153,723,"Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men (Olympic)",2436,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00153,2436,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",2436,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00154,724,"Skeet, Women (Olympic)",724,"Skeet, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00154,2870,Skeet Women,724,"Skeet, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00155,727,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men (Olympic)",2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00155,751,"Military Rifle, 200 metres, Men (Olympic)",2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00155,2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00155,2533,"Shooting Men's Military Rifle, 200 metres",2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00156,729,"Small-Bore Rifle, Any Position, 50 metres, Men (Olympic)",2438,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00156,2438,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",2438,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00157,730,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00157,752,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00157,2439,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00157,2576,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00158,734,"Unlimited, One Hand, Men (Olympic)",1174,"Unlimited, One Hand, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00158,1174,"Unlimited, One Hand, Men (Intercalated)",1174,"Unlimited, One Hand, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00159,779,"200 metres Freestyle, Men (Olympic)",824,"1,200 metres Freestyle, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00159,824,"1,200 metres Freestyle, Men (Olympic)",824,"1,200 metres Freestyle, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00160,835,"100 metres Freestyle, Men (Olympic)",875,"100 metres Freestyle, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00160,875,"100 metres Freestyle, Men (Intercalated)",875,"100 metres Freestyle, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00161,840,"100 metres Freestyle, Men (Olympic)",1177,"100 metres Freestyle, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00161,1177,"100 metres Freestyle, Men (Intercalated)",1177,"100 metres Freestyle, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00162,851,"100 metres Freestyle, Men (Olympic)",895,"100 metres Freestyle, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00162,895,"100 metres Freestyle, Men (Intercalated)",895,"100 metres Freestyle, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00163,876,"400 metres Freestyle, Men (Intercalated)",876,"400 metres Freestyle, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00163,883,"400 metres Freestyle, Men (Olympic)",876,"400 metres Freestyle, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00164,888,"Water Polo, Women (Olympic (non-medal))",888,"Water Polo, Women (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00164,1410,"Water Polo, Women (Olympic)",888,"Water Polo, Women (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00165,899,"Individual, Women (Olympic)",899,"Individual, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00165,2914,Women's Individual,899,"Individual, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00166,908,"Volleyball, Women (Olympic)",2063,Volleyball Women's Volleyball,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00166,2063,Volleyball Women's Volleyball,2063,Volleyball Women's Volleyball,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00167,909,"Volleyball, Men (Olympic)",2036,Volleyball Men's Volleyball,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00167,2036,Volleyball Men's Volleyball,2036,Volleyball Men's Volleyball,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00168,927,"Long Jump, Women (Olympic)",2082,Athletics Women's Long Jump,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00168,2082,Athletics Women's Long Jump,2082,Athletics Women's Long Jump,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00168,2912,Women's Long Jump,2082,Athletics Women's Long Jump,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00169,932,"Unlimited, One Hand, Men (Olympic)",958,"Unlimited, One Hand, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00169,958,"Unlimited, One Hand, Men (Intercalated)",958,"Unlimited, One Hand, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00170,940,"Unlimited, Two Hands, Men (Olympic)",959,"Unlimited, Two Hands, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00170,959,"Unlimited, Two Hands, Men (Intercalated)",959,"Unlimited, Two Hands, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00171,949,"Middleweight, Greco-Roman, Men (Olympic)",970,"Middleweight, Greco-Roman, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00171,955,"Middleweight B, Greco-Roman, Men (Olympic)",970,"Middleweight, Greco-Roman, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00171,956,"Middleweight A, Greco-Roman, Men (Olympic)",970,"Middleweight, Greco-Roman, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00171,970,"Middleweight, Greco-Roman, Men (Intercalated)",970,"Middleweight, Greco-Roman, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00172,952,"Heavyweight, Greco-Roman, Men (Olympic)",968,"Heavyweight, Greco-Roman, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00172,968,"Heavyweight, Greco-Roman, Men (Intercalated)",968,"Heavyweight, Greco-Roman, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00173,981,"Windsurfer, Women (Olympic)",1385,"Windsurfer, Women (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00173,1385,"Windsurfer, Women (Olympic (non-medal))",1385,"Windsurfer, Women (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00174,1012,"Multihull, Mixed (Olympic)",1012,"Multihull, Mixed (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00174,2362,Sailing Mixed Multihull,1012,"Multihull, Mixed (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00174,3029,Mixed Multihull,1012,"Multihull, Mixed (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00175,1017,"Javelin Throw, Women (Olympic)",1969,Athletics Women's Javelin Throw,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00175,1969,Athletics Women's Javelin Throw,1969,Athletics Women's Javelin Throw,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00175,2888,Women's Javelin Throw,1969,Athletics Women's Javelin Throw,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00176,1018,"Heptathlon, Women (Olympic)",2280,Athletics Women's Heptathlon,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00176,2280,Athletics Women's Heptathlon,2280,Athletics Women's Heptathlon,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00176,2787,Women's Heptathlon,2280,Athletics Women's Heptathlon,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00177,1020,"5,000 metres, Men (Olympic)",1055,"5,000 metres, Team, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
