id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon
406,"Foil, Individual, Women (Olympic)",2945,Women's Foil Individual,Fencing,Fencing,WOMEN,WOMEN,0.576923,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
407,"Foil, Team, Women (Olympic)",2946,Women's Foil Team,Fencing,Fencing,WOMEN,WOMEN,0.45,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
408,"Épée, Individual, Women (Olympic)",2706,Women's Épée Individual,Fencing,Fencing,WOMEN,WOMEN,0.576923,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
409,"Épée, Team, Women (Olympic)",2968,Women's Épée Team,Fencing,Fencing,WOMEN,WOMEN,0.45,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1470,"Sabre, Individual, Women (Olympic)",2905,Women's Sabre Individual,Fencing,Fencing,WOMEN,WOMEN,0.592593,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1471,"Sabre, Team, Women (Olympic)",2906,Women's Sabre Team,Fencing,Fencing,WOMEN,WOMEN,0.47619,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
2083,"Fencing Women's epee, Individual",2706,Women's Épée Individual,Fencing,Fencing,WOMEN,WOMEN,0.851852,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2212,"Fencing Women's Foil, Team",2946,Women's Foil Team,Fencing,Fencing,WOMEN,WOMEN,0.809524,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2242,"Fencing Women's Foil, Individual",2945,Women's Foil Individual,Fencing,Fencing,WOMEN,WOMEN,0.851852,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2344,"Fencing Women's Sabre, Team",2906,Women's Sabre Team,Fencing,Fencing,WOMEN,WOMEN,0.818182,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2432,"Fencing Women's epee, Team",2968,Women's Épée Team,Fencing,Fencing,WOMEN,WOMEN,0.809524,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2474,"Fencing Women's Sabre, Individual",2905,Women's Sabre Individual,Fencing,Fencing,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
303,"Football, Men (Olympic)",1902,Football Men's Football,Football,Football,MEN,MEN,0.697674,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
468,"Football, Women (Olympic)",1954,Football Women's Football,Football,Football,WOMEN,WOMEN,0.723404,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
131,"Individual, Men (Olympic)",132,"Individual, Men (Olympic (non-medal))",Golf,Golf,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
132,"Individual, Men (Olympic (non-medal))",140,"Individual, Handicap, Men (Olympic (non-medal))",Golf,Golf,MEN,MEN,0.876712,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
134,"Doubles, Men (Olympic)",139,"Doubles, Men (Olympic (non-medal))",Golf,Golf,MEN,MEN,0.791667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
135,"Team, Men (Olympic)",136,"Team, Men (Olympic (non-medal))",Golf,Golf,MEN,MEN,0.761905,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
137,"Singles, Men (Olympic)",138,"Singles, Men (Olympic (non-medal))",Golf,Golf,MEN,MEN,0.791667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
138,"Singles, Men (Olympic (non-medal))",144,"Singles, Handicap, Men (Olympic (non-medal))",Golf,Golf,MEN,MEN,0.865672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
139,"Doubles, Men (Olympic (non-medal))",143,"Doubles, Handicap, Men (Olympic (non-medal))",Golf,Golf,MEN,MEN,0.865672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
488,"Individual All-Around, Men (Olympic)",497,"Individual All-Around, Field Sports, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.835443,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
488,"Individual All-Around, Men (Olympic)",498,"Individual All-Around, Apparatus Work, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
488,"Individual All-Around, Men (Olympic)",522,"Individual All-Around, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.760563,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
488,"Individual All-Around, Men (Olympic)",578,"Individual All-Around, 4 Events, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.88,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
488,"Individual All-Around, Men (Olympic)",579,"Individual All-Around, Men (Olympic (non-medal))",Gymnastics,Artistic Gymnastics,MEN,MEN,0.868421,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
489,"Team All-Around, Men (Olympic)",499,"Team All-Around, Swedish System, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.782609,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
489,"Team All-Around, Men (Olympic)",501,"Team All-Around, Free System, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.818182,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
490,"Floor Exercise, Men (Olympic)",2668,Men's Floor Exercise,Gymnastics,Artistic Gymnastics,MEN,MEN,0.608696,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
491,"Horse Vault, Men (Olympic)",580,"Horse Vault, Men (Olympic (non-medal))",Gymnastics,Artistic Gymnastics,MEN,MEN,0.821429,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
492,"Parallel Bars, Men (Olympic)",531,"Parallel Bars, Teams, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.892857,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
492,"Parallel Bars, Men (Olympic)",581,"Parallel Bars, Men (Olympic (non-medal))",Gymnastics,Artistic Gymnastics,MEN,MEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
492,"Parallel Bars, Men (Olympic)",2672,Men's Parallel Bars,Gymnastics,Artistic Gymnastics,MEN,MEN,0.590909,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
493,"Horizontal Bar, Men (Olympic)",532,"Horizontal Bar, Teams, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.896552,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
493,"Horizontal Bar, Men (Olympic)",2673,Men's Horizontal Bar,Gymnastics,Artistic Gymnastics,MEN,MEN,0.608696,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
494,"Rings, Men (Olympic)",2670,Men's Rings,Gymnastics,Artistic Gymnastics,MEN,MEN,0.357143,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
503,"Rope Climbing, Men (Olympic)",933,"Rope Climbing, Men ()",Gymnastics,Artistic Gymnastics,MEN,MEN,0.809524,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
504,"Side Horse, Men (Olympic)",582,"Side Horse, Men (Olympic (non-medal))",Gymnastics,Artistic Gymnastics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
522,"Individual All-Around, Men (Intercalated)",523,"Individual All-Around, 5 Events, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.894118,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
536,"100 metres, Men (Olympic)",840,"100 metres Freestyle, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
538,"Long Jump, Men (Olympic)",562,"Standing Long Jump, Men (Olympic)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.823529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
555,"Rope Climbing, Men (Intercalated)",933,"Rope Climbing, Men ()",Gymnastics,Artistic Gymnastics,MEN,MEN,0.723404,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
562,"Standing Long Jump, Men (Olympic)",1142,"Standing Long Jump, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.738462,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
840,"100 metres Freestyle, Men (Olympic)",1177,"100 metres Freestyle, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.753623,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1143,"Discus Throw, Men (Intercalated)",1144,"Discus Throw, Greek Style, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.828571,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1177,"100 metres Freestyle, Men (Intercalated)",1197,"100 metres, Men (Intercalated)",Gymnastics,Artistic Gymnastics,MEN,MEN,0.84375,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1920,Gymnastics Men's Individual All-Around,2339,"Gymnastics Men's Individual All-Around, 5 Events",Gymnastics,Artistic Gymnastics,MEN,MEN,0.894118,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1920,Gymnastics Men's Individual All-Around,2429,"Gymnastics Men's Individual All-Around, Field Sports",Gymnastics,Artistic Gymnastics,MEN,MEN,0.853933,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1920,Gymnastics Men's Individual All-Around,2430,"Gymnastics Men's Individual All-Around, Apparatus Work",Gymnastics,Artistic Gymnastics,MEN,MEN,0.835165,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1920,Gymnastics Men's Individual All-Around,2640,"Gymnastics Men's Individual All-Around, 4 Events",Gymnastics,Artistic Gymnastics,MEN,MEN,0.894118,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1921,Gymnastics Men's Team All-Around,1940,"Gymnastics Men's Team All-Around, Free System",Gymnastics,Artistic Gymnastics,MEN,MEN,0.842105,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1921,Gymnastics Men's Team All-Around,2185,"Gymnastics Men's Team All-Around, Swedish System",Gymnastics,Artistic Gymnastics,MEN,MEN,0.810127,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1922,Gymnastics Men's Floor Exercise,2668,Men's Floor Exercise,Gymnastics,Artistic Gymnastics,MEN,MEN,0.784314,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1924,Gymnastics Men's Parallel Bars,2574,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Artistic Gymnastics,MEN,MEN,0.909091,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1924,Gymnastics Men's Parallel Bars,2672,Men's Parallel Bars,Gymnastics,Artistic Gymnastics,MEN,MEN,0.77551,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1925,Gymnastics Men's Horizontal Bar,2575,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Artistic Gymnastics,MEN,MEN,0.911765,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1925,Gymnastics Men's Horizontal Bar,2673,Men's Horizontal Bar,Gymnastics,Artistic Gymnastics,MEN,MEN,0.784314,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
480,"Floor Exercise, Women (Olympic)",2705,Women's Floor Exercise,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.56,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
482,"Uneven Bars, Women (Olympic)",2703,Women's Uneven Bars,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
483,"Balance Beam, Women (Olympic)",2704,Women's Balance Beam,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.521739,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
2114,Gymnastics Women's Floor Exercise,2705,Women's Floor Exercise,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2116,Gymnastics Women's Uneven Bars,2703,Women's Uneven Bars,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.77551,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2117,Gymnastics Women's Balance Beam,2704,Women's Balance Beam,Gymnastics,Artistic Gymnastics,WOMEN,WOMEN,0.784314,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
583,"Handball, Men (Olympic)",1987,Handball Men's Handball,Handball,Handball,MEN,MEN,0.651163,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
154,"Handball, Women (Olympic)",1935,Handball Women's Handball,Handball,Handball,WOMEN,WOMEN,0.680851,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
39,"Hockey, Men (Olympic)",2019,Hockey Men's Hockey,Hockey,Hockey,MEN,MEN,0.702703,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
338,"Hockey, Women (Olympic)",1944,Hockey Women's Hockey,Hockey,Hockey,WOMEN,WOMEN,0.731707,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
425,"Ice Hockey, Men (Olympic)",1913,Ice Hockey Men's Ice Hockey,Ice Hockey,Ice Hockey,MEN,MEN,0.693878,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1351,"500 metres, Men (Olympic)",1352,"1,500 metres, Men (Olympic)",Ice Hockey,Ice Hockey,MEN,MEN,0.956522,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1445,"Ice Hockey, Women (Olympic)",2202,Ice Hockey Women's Ice Hockey,Ice Hockey,Ice Hockey,WOMEN,WOMEN,0.716981,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1684,"Ice Hockey, Girls (YOG)",1855,"3-on-3 Ice Hockey, Girls (YOG)",Ice Hockey,Ice Hockey,WOMEN,WOMEN,0.851064,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
603,"Lightweight, Men (Olympic)",605,"Half-Lightweight, Men (Olympic)",Judo,Judo,MEN,MEN,0.901961,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
603,"Lightweight, Men (Olympic)",607,"Extra-Lightweight, Men (Olympic)",Judo,Judo,MEN,MEN,0.884615,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
604,"Half-Middleweight, Men (Olympic)",608,"Middleweight, Men (Olympic)",Judo,Judo,MEN,MEN,0.90566,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
609,"Half-Heavyweight, Men (Olympic)",610,"Heavyweight, Men (Olympic)",Judo,Judo,MEN,MEN,0.901961,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1901,Judo Men's Extra-Lightweight,1990,Judo Men's Lightweight,Judo,Judo,MEN,MEN,0.88,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1979,Judo Men's Half-Middleweight,2207,Judo Men's Middleweight,Judo,Judo,MEN,MEN,0.901961,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1990,Judo Men's Lightweight,2211,Judo Men's Half-Lightweight,Judo,Judo,MEN,MEN,0.897959,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2100,Judo Men's Heavyweight,2229,Judo Men's Half-Heavyweight,Judo,Judo,MEN,MEN,0.897959,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1494,"Team, Mixed (Olympic)",2717,Mixed Team,Judo,Judo,MIXED,MIXED,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
588,"Half-Middleweight, Women (Olympic)",595,"Middleweight, Women (Olympic)",Judo,Judo,WOMEN,WOMEN,0.912281,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
588,"Half-Middleweight, Women (Olympic)",596,"Half-Middleweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.861111,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
589,"Lightweight, Women (Olympic)",593,"Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
589,"Lightweight, Women (Olympic)",594,"Extra-Lightweight, Women (Olympic)",Judo,Judo,WOMEN,WOMEN,0.892857,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
589,"Lightweight, Women (Olympic)",597,"Half-Lightweight, Women (Olympic)",Judo,Judo,WOMEN,WOMEN,0.909091,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
589,"Lightweight, Women (Olympic)",598,"Half-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
589,"Lightweight, Women (Olympic)",599,"Extra-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.757576,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
590,"Heavyweight, Women (Olympic)",591,"Half-Heavyweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
590,"Heavyweight, Women (Olympic)",592,"Half-Heavyweight, Women (Olympic)",Judo,Judo,WOMEN,WOMEN,0.909091,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
590,"Heavyweight, Women (Olympic)",602,"Heavyweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
591,"Half-Heavyweight, Women (Olympic (non-medal))",592,"Half-Heavyweight, Women (Olympic)",Judo,Judo,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
591,"Half-Heavyweight, Women (Olympic (non-medal))",602,"Heavyweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.933333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
593,"Lightweight, Women (Olympic (non-medal))",598,"Half-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.933333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
593,"Lightweight, Women (Olympic (non-medal))",599,"Extra-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.921053,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
594,"Extra-Lightweight, Women (Olympic)",599,"Extra-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.861111,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
595,"Middleweight, Women (Olympic)",596,"Half-Middleweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.776119,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
595,"Middleweight, Women (Olympic)",600,"Middleweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
596,"Half-Middleweight, Women (Olympic (non-medal))",600,"Middleweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.935065,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
597,"Half-Lightweight, Women (Olympic)",598,"Half-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2122,Judo Women's Half-Middleweight,2411,Judo Women's Middleweight,Judo,Judo,WOMEN,WOMEN,0.909091,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2138,Judo Women's Half-Heavyweight,2337,Judo Women's Heavyweight,Judo,Judo,WOMEN,WOMEN,0.90566,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2259,Judo Women's Half-Lightweight,2412,Judo Women's Lightweight,Judo,Judo,WOMEN,WOMEN,0.90566,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2383,Judo Women's Extra-Lightweight,2412,Judo Women's Lightweight,Judo,Judo,WOMEN,WOMEN,0.888889,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1894,"Kata, Men (Olympic)",2853,Men's Kata,Karate,Karate,MEN,MEN,0.307692,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1895,"Kata, Women (Olympic)",2867,Women's Kata,Karate,Karate,WOMEN,WOMEN,0.4,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
212,"Lacrosse, Men (Olympic)",405,"Lacrosse, Men (Olympic (non-medal))",Lacrosse,Lacrosse,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
212,"Lacrosse, Men (Olympic)",2379,Lacrosse Men's Lacrosse,Lacrosse,Lacrosse,MEN,MEN,0.651163,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1361,"Team Relay, Mixed (Olympic)",1651,"Team Relay, Mixed Youth (YOG)",Luge,Luge,MIXED,MIXED,0.76,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
68,"Individual, Men (Olympic)",464,"Sabre, Individual, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.88,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
68,"Individual, Men (Olympic)",618,"Épée, Individual, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.897959,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
68,"Individual, Men (Olympic)",2967,Men's Individual,Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.526316,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
